IDENTIFIER	GSM19023	GSM19024	GSM19025	GSM19026
RPS27	1825	2005.8	1523.3	1889.8
SRSF7	4779	4503.1	2292.1	1517.3
LOC100045848	2327.9	2674.3	1642.1	1384.6
POLR2I	1239.6	946.9	674.9	93.5
RPL34	88068.3	66279.2	61206.1	60338
LOC100048552	604.8	905.3	874.3	2237
LOC100048552	70.6	25.6	136.6	24.8
MBP	1865.4	2295.5	723.9	943.8
MBP	620.7	611.9	570.1	588.8
RASGRF1	11.6	3.1	38.3	5.7
LOC100504848	122.2	26.6	97.1	42.4
D17WSU104E	2001.3	1670.1	1746.5	1650.5
CDC20	5861.5	4681.7	764.4	1055.4
EMC10	3476.6	3110.4	4665.3	4113.6
NDUFA9	28711	23323.2	35298.8	32871.8
EDF1	6102.7	4801.8	5075.4	5158.5
KARS	211.5	120.6	38	58.1
2510039O18RIK	1202.6	1307.8	1286	1439.4
TAT	54	27	51.6	85.5
ZKSCAN3	1518.5	1441.9	1942.6	1747.5
PUF60	3747.5	3198.5	2992.7	3359.3
SNX2	1269.9	2293.8	827.9	789.3
SNX2	138.3	28.5	83.2	79
SNX2	2871.4	2933.1	2345.5	2521.5
CYP2C69	98.6	55.2	142.2	51.2
MRPL38	2451.8	1962.9	2714.7	2926.4
GATM	840.3	798.1	679.6	761.2
SEPT5	115.4	184.2	81.6	214.2
EGLN2	3513	3038	3296.5	3005.8
RPL31-PS17	33.1	15.9	52.4	43.2
TMEM50B	2066.3	1914.1	3563.8	3506.7
SYF2	2728.5	3010.8	2316.7	2124.3
TMEM208	2475.5	1869.5	1715.5	1494
ACTN4	2513.4	2832.4	2348.3	2008
ENO3	30363.4	26006	53120.8	46122.1
ERGIC3	3747.8	2964.6	2560.9	2574.1
CDO1	4887.6	5336	4212.4	4425.2
RCN3	12.1	19.2	17.3	19.2
PNPLA2	11205.4	9300	23096.5	18897.5
BTF3L4	1040.4	1288.9	1130	1256.6
LAMTOR1	2216.1	2154.7	2918	3137.8
TMEM14C	5242.3	4330.4	5086.4	4886.1
MBNL1	12231.6	13064	9208.1	8792.6
MRPL42	406.4	543.6	529.8	658.1
96356_AT	115	15.8	91	42
ARPC1B	1811.9	2357	1390.3	1427.1
RPS23	70526.9	62713.2	44068.2	46749.7
HDLBP	6619.7	7537.4	13960.1	15189.2
ARHGDIA	8627	7550.6	9851.9	9424.5
SLCO6C1	24	41.5	45.1	53.3
C79242	847.9	1308.8	760.4	744
96373_AT	171	115.5	180.1	211.4
C80171	25.2	23.3	63.8	90
D9ERTD306E	871.3	1189.6	538.6	446.8
C80559	103.4	35.2	58.6	70.8
C80678	17.4	24.5	53.4	24.5
C80719	102.7	95.5	108.1	94.2
C80774	11.8	18.1	11.9	43
C80836	700.7	785.3	476.5	294.7
D4ERTD335E	218.9	136	316.3	215.3
C80871	29.4	15.6	35.6	69.2
C81245	136.3	29.5	31.6	128.2
M55290	8.3	4.1	10.3	12.8
96408_AT	21.1	17.6	15.9	15.7
AKAP7	122.6	18.4	101.1	119.7
SETD1A	20.5	80.4	71.7	64
HIST1H3I	2222.1	2177	1106.4	1297.8
HOXB8	8.4	35.8	17.3	11.4
HOXB8	622.5	1027.7	1407.5	1791.5
IFNAB	36.3	33.3	31.7	37.8
ITPR2	20.8	15.4	22.6	18.1
SULT1C1	80.1	14.5	9.3	6.8
NKX2-9	60.1	98.9	95.3	97
ALX3	231.5	118	268.7	92.9
96424_AT	243.4	276.4	336.8	399.6
TMSB4X	28174.7	33463.3	18123.3	22375.6
D1ERTD83E	45.5	22.1	13.6	24.2
USP29	91.2	66.7	30.6	26.9
TTF1	1036.8	1119.7	1266.5	950.2
PLXNB2	988.2	897.7	1114	1028.8
ZBTB14	260.6	372.6	165.8	53.5
SLC9B2	150.1	63.1	23	27.8
C80635	8.9	13.3	54.6	10
DHRS7B	107	33.7	43.6	27.9
C80060	104.5	40	37	44.8
96485_AT	38	58.3	51.5	91.2
C81257	260.1	241.3	71	343.1
C81072	118	66.6	78.2	57.6
JAK2	79.9	124.1	17.5	124
96489_AT	93	33.4	13.7	6.6
RHBDL3	408.2	386.4	673.1	562.9
ZFYVE16	471.4	442.4	585.3	593
GM3716	153.3	56.9	39.9	27.9
AA682091	678.2	518.2	466.7	389.3
KLHL24	1132.8	1000.7	1135.5	1288.2
MYT1L	417.6	496	531.1	294.7
MYT1L	39.4	94.1	12.4	160
MYT1L	140.3	78.9	39.4	28.8
DMC1	137.8	125.9	57.3	125.3
AI594671	22.5	69	24.5	30.4
GATA5	33.6	38.9	47.4	38
F10	28.2	37.9	29.4	82.9
PHEX	93	81.3	105.9	47.7
KRT84	40.6	40.3	74.6	56.6
PAX8	66.9	47.2	144.2	82.7
MTAG2	219.2	77.9	53	102.5
ALK	913.5	993.8	874.7	1403.6
EVX2	59	68.9	58.7	102.6
NCOA2	204	185.7	48.4	332.1
MS4A2	101.3	56.2	85.6	224.3
ANGPT1	324.5	404	355.6	270.2
VAV1	1170	1344.1	486.3	332.6
FMNL3	425.6	537.9	540.4	760.3
GGNBP2	1742.7	2163.4	862	747
ESR2	13.2	11.2	36.9	69.9
NUP62-IL4I1	202.4	267.6	81.6	50.9
SRGAP2	334.5	250.3	293.4	160.7
HABP2	32.9	66	127.8	82.6
WWC1	28.9	11.2	26.7	12.6
PDXK	216.8	201.9	143.3	42.7
D9ERTD720E	81.6	8.1	107.4	106.6
MOS	96.8	80.9	107.3	88.8
CALM1	13797.8	12337.5	11879	11470
EN1	52.8	23.7	42.3	50.6
CDR2L	397.7	493.1	713.1	976.7
IL10RA	35.2	82.4	169.3	26.4
D030029J20RIK	1074.9	952.2	1627.4	1547
2810449G22RIK	354.7	389.2	408.8	436.1
ARL4A	8	38.8	38.6	89.4
SYNRG	915.2	639.5	696.4	413.3
AI503926	1536.9	1415.2	2938.3	2318.1
TBL3	523.8	499.2	520.2	868.4
DDX50	525.2	767.3	427.8	465.4
TOR3A	410.5	448.8	541.7	735.2
VLDLR	602.3	770.3	1735.9	1341.6
ZBTB45	1370.8	1137.5	930.1	1168.7
AI596540	85.6	99.7	130.1	98.4
SLURP1	23.9	14.3	41.9	41.9
ACAP1	225.4	320	137.9	72.9
SERBP1	610.3	563.3	766.5	792.9
MLPH	59.8	77.5	74.4	224
AMZ2	634.9	637.1	549.5	542.7
SURF4	8313.1	10960.6	11755.8	12494.2
GM16793	241.4	146.6	263	325.8
AA672641	24.6	8.8	43.9	21.3
PCID2	637	643.2	634.3	569.1
PCID2	7380.9	8153.5	8359.3	10496.7
AI661894	49.1	49.3	36.1	42
B4GALNT2	9.4	8.9	90.4	101.4
CHRND	222.7	78.2	62	45
C1GALT1C1	89.3	122.9	174.3	349.7
CLEC4E	140.3	107.2	155.5	212.6
WDR75	1133.4	744	679.3	708.3
GPR65	689.5	623.6	19.9	126.2
TAF15	415.6	281.6	120.4	189.2
GM19315	99.6	285.3	96.3	114.9
KALRN	95.9	108.9	171.9	137.3
PTCH2	35.1	29.6	64.3	52
MUTYH	393.1	314.6	50.7	221.7
AI607745	67.2	18.8	34.4	84.1
MYO6	220.2	333.5	565.6	590.2
NFATC2IP	477.4	630.3	185	219.2
SLC11A1	614	337.3	501.5	529.6
USP24	1745.5	1594.1	1369.7	1386.4
HSPA8	17209.4	20006.5	20933.2	22956
96565_AT	442.8	381.2	152.2	231.9
TGM3	97.9	103.9	125.3	107.6
RHO	41	25.2	34.3	116.5
CNTN3	24.1	17.1	32.9	28.2
FIGNL1	1101.7	1628.7	1288.3	1639
CDC73	137.8	180.4	200.5	305.3
PRKCZ	32.5	25.4	21	40.6
AZI2	1019.1	892.4	749.3	759.1
ACTG1	40723.3	40981	30963.7	29875.4
IL9	78.9	188.1	169.5	184.4
RPL8	50994.4	49577.6	33499.4	33045.3
AI464718	19.8	15.4	8.9	20.4
UBAP2L	1292.7	1089.8	1694	1427.2
UBAP2L	2259.2	2352.4	1685.6	1821
SASS6	385	389.6	92.2	101.1
PBX3	302.4	323.5	417.4	284.5
NCAM2	40.7	22.1	18.1	15.8
NCAM2	46.8	19.1	182.4	129.8
KIF5A	62.7	157.7	249.3	115.2
TCSTV3	164.5	150.7	137	190.2
AVPR2	335.6	219.9	236.7	312.1
CRYGC	21	20	32.1	27.5
ARF3	233.4	172.6	281.7	138.7
PTGER3	163.3	256	123	121.9
PTGER3	74.7	8.5	142.8	8.9
OTUD7B	497.8	318.7	1055.9	939.4
RELN	323.2	451.6	373.6	448.2
PIK3R1	981	980	1395.7	1289.4
ELK1	164.9	227.1	479.6	299.1
HSPA4	7767.7	6328.7	8253.6	8731.2
PAX1	1104.9	1149.4	212.4	278.5
NDRG1	1921.9	2074.1	2300	2191.5
PET2	72.1	82.7	39.3	155.4
CCNJ	550.4	675.9	636	591.8
SLC4A5	83	8.1	11.4	13.1
ARHGAP29	54.9	86.9	107.4	64.5
QSOX1	29.1	156.6	36	49.3
QSOX1	271.5	153.8	297	206.1
QSOX1	611.1	623.2	821.8	732.4
DUS1L	1304.7	1019.2	824.9	776.1
TMEM176A	2093.6	2038.9	1963	1906.8
CHP1	1337	1388.9	1305.7	1250.2
CHP1	1807.7	1877.7	1569	1957.9
PHYH	11403.6	11371.6	22140.3	25688.9
SRSF11	8575.5	8607.5	5091.6	3516.4
ATP6V1H	2286.3	2671.3	1735.9	1888.4
NDUFA11	18702.5	19890.6	25668.6	28024.8
FAM96A	3405.5	3623.5	2647.3	2524.1
4933426M11RIK	2829.8	2785.1	5643.1	4620.5
YPEL3	6156.8	5591.7	8437.4	8579
ATAD1	3124.1	2778.5	2900.6	3003.6
DRAP1	1627.5	1639	2278.2	2231.1
RPP21	2148.4	1910.5	1976	2326.1
ABCF3	435.9	663.1	570.4	578.1
GSG1	503.1	543.5	505	556.7
PIH1D1	1546.1	1629.9	1878.5	1483.1
UGCG	3049.4	3496.2	1304.6	1468.9
EEF1B2	396.1	491.8	878.1	1046.5
WDHD1	462	593.8	226.6	357.5
TUFM	3918.6	3707.3	5981.7	4959.8
EBP	1066.8	812.9	559.8	633.8
EPRS	1452.7	1654.8	1849.4	2404.8
NUDT19	1866.9	3056.6	2313.4	2990.5
SPINK3	13	7.6	16.8	20.8
MORF4L2	9802.4	7823.8	8146.2	6352.7
MORF4L2	2620.6	3897.2	2753.7	2746.5
FAM213A	959.8	944.2	1026.3	857.4
GLE1	1300.9	828.2	950.4	1133.4
DCTN5	3987.1	3074.8	2665.1	2383.2
TBC1D1	1181	897.9	1106.3	941
AP2S1	141.3	32.7	38.9	57.5
AP2S1	6.8	44.7	8.6	7.2
FAM107B	5099.4	4627.3	1401.8	1263.5
PARL	3706.2	3001.4	3583.2	2845.5
WFDC2	1713	1269	4116.1	3208.9
BYSL	50	76.9	157.2	72.3
USP39	436.8	757.7	387.4	476.1
DCUN1D5	3021.7	3006.9	3194.8	2650.2
CORO1A	13700	10527.8	1897.6	2201.1
TMX2	2978.3	2616.5	3595.9	4337
AUH	3285.9	2004.4	4013.5	3568.1
SMARCE1	1003.9	703.7	674.2	744.6
MRPL28	5150.9	6203.2	7687.9	6883
RNASET2A	18422.4	19299.7	16451.4	17616.3
WDR48	469.9	441.8	396.3	398.4
WDR48	993.3	957.8	1188.5	921
WDR48	1377.8	1161.7	1357.2	998.4
SAT1	5010.8	2604.3	2045	1966.4
SWI5	4371.1	3863.7	3782.4	3330.4
NRD1	4729.9	3623.6	5933.5	4478.6
PPAP2B	1632.7	1875.3	4148.7	3302
SURF6	530.7	481.2	165	95.1
HUWE1	2609.6	2225.1	3217.8	2571.1
VPS26A	2330.8	1960.6	2490.6	2390.8
NTAN1	979.3	1425.3	853	762.8
VPS41	1072.9	1587.1	1684.1	1671
TIMM17B	3311.9	3065.6	2701.5	3647.2
IST1	2046.1	2353.2	2060.5	1612
GSTK1	3321.8	3737.9	6320.2	5192.6
HOPX	16504.7	12904.3	25431.1	28680.1
TNPO3	2263.3	2783.6	2298.3	1952.2
UNC50	3526.8	3644.9	4503.9	3638.4
CHCHD7	3743.2	3354	6470.9	5885.2
SETD8	2837	2440.5	4926.8	4728.2
DHRS4	1974.3	2021.5	2873.1	3005.1
DNAJB9	339	376.9	537.9	717.3
DNAJB9	1958.8	3267.1	5494	2289
ST6GALNAC4	684	528.6	641.8	872.5
GRSF1	3393.1	3041.5	3913	3331.4
PRICKLE4	294.9	379.7	352.2	106.4
ROMO1	12513.1	9707.5	14452.1	11927.6
ROMO1	5876.8	5814.8	5830.9	6462.1
DRAM2	763.7	859.6	755.5	748.5
TAF11	2040.6	1556.1	1082.3	1719.7
FGFR1OP2	1249.9	1126.3	1095.3	1215.3
RARS	2711.3	2350.8	2706.1	1940.8
TCL1B1	22.9	52.3	195.7	178.1
UBE2A	954.2	842.5	1745.6	1230
PRMT1	5432.5	5561.2	3465.4	3007.7
PSMD5	1622.2	1947.1	1757.5	1729.3
HMGN1	26355.3	23787	14842.2	14443.4
RAP1B	196.5	207.6	301.1	404.1
UBA2	5130	6775.8	2341.4	2352.1
MAGED1	2619.9	3088.7	5827.2	5189.8
SFN	653.6	839.5	435.4	474.3
ZSCAN21	2190.1	1814.5	1700.6	1333.9
TMED3	2154.7	1916.8	2865.5	2428.8
1110008P14RIK	1817.1	2105.6	3295.4	3035.6
H2AFV	13257.7	14040.2	5157.3	5154.3
ZNRD1	2350	3036.1	1541.4	1938.4
SMOC1	883.3	1027.4	631.3	770
PAPSS2	335.1	516.7	446.6	350.1
SMIM14	3539.7	3059.4	3865.6	3880.3
DDX47	1892.2	1952.2	1157.1	1432.1
SSSCA1	3268	3222.1	3013.2	3250.3
PVALB	6857.5	6863.4	2748	2909.4
PVALB	227.6	246.1	116.6	73.5
PHKB	52.3	39.2	68.8	53.1
SSX2IP	2271.6	2834.7	2041.4	2501.5
SSX2IP	946.9	620.6	389.7	468.9
CIC	1727.5	1427.9	1589.3	1666.2
CDK8	2330.8	2387	1878.3	1823.4
WDR45	1823.8	1454.2	1544.1	1640.8
EIF4EBP2	47.9	47.7	138.9	53.4
TPP2	696	611.9	464.6	493.7
DDX6	3667	3463.1	2515.7	2302.4
DCAF12	3205.7	3069.8	4948.5	4749
RAP1GDS1	2252.8	2400.4	1956.8	2293.2
SYNJ2BP	3510.9	2982.9	3564.3	3994
STARD10	2988.7	3036	4564.2	3975.6
LPP	5626	5254.8	6662.6	6299.5
TBC1D22A	1449	1061.9	1073.4	1497.4
ADAM9	762	854.8	1142.7	1244.7
UFM1	505.3	608.5	311.4	309.3
PHF12	882.1	868.5	653.3	1107.2
DPT	1625.1	1832.5	3596.8	3042.9
SLIRP	5237	4611.9	6333.2	5598.7
ACP6	1475.1	1181.2	1429	1434.2
DLAT	362.4	311.2	65.4	278.3
DLAT	1985.2	2240	2981.7	3557.7
RHOU	261.2	244.9	416.5	424.5
TMEM30B	177.9	239.4	174.6	161.9
TMEM30B	34.1	88.9	70.5	48.4
ILKAP	3508.5	2824	3022.3	3618
ARL5A	4432.1	4339.8	6099.8	3939.6
ICAM1	769.7	807.5	453.6	430.2
BCL7C	1119.4	1414.1	851	1074.2
ETF1	6117.7	5784	6482	6502.2
ETF1	3481.6	3844.6	4114.6	4290.3
NDUFAF4	1260.5	1172.7	1494	1808.1
D10JHU81E	9407.5	8494.8	14842.9	12787.5
SEC14L2	290.9	333.1	485.4	387.3
SEC14L2	298	117.5	218.3	207.4
TIMM9	425.3	455.6	377.5	464.7
SLC44A4	852.9	1296.8	741.6	968.1
TNPO1	4431	5269.3	3882	5091.2
SARDH	360.2	414.1	453.9	446.5
IIGP1	4028.8	3866.3	6130.3	4787
PEG3	597.5	720	1831.1	1688.8
TYRO3	189.9	241	253.1	59.9
ESYT1	4600.5	4432	3587.2	5145.5
FBXW4	1037.5	846.5	1655.8	1336.9
DNASE1L2	12.6	59.2	92.2	18.5
ERBB3	682.6	943.6	1243.9	1171.2
PRIM1	407.5	637.9	84	98.9
ERP44	2108.1	1931.3	1491.1	1391.6
FERMT2	2080	2310.7	5152.2	4170.9
CBX1	484.2	469.7	438	506.6
SF3B1	2474.5	2683.8	1231	1222.7
RRS1	1043.9	1267.4	857	963.7
COPRS	847.5	678.7	1012.5	968.8
COPRS	158.2	268.3	293.7	259.2
RRN3	1456	1729.2	1340.5	1434
KRT81	814.1	962.7	1176.7	1271.5
CDHR5	111.4	111.9	36.5	307.5
ANLN	639.3	661.9	165.7	230.5
KANK3	1541.4	1414.4	3099.5	3913
KANK3	42.5	45.7	384.1	79.2
SERPINA10	166.8	221.6	182.5	254.9
GALM	630.5	431.9	490.6	598.8
GALM	742.1	669.2	877	997.1
FAM101B	3871.4	3309.1	4829.2	4381.6
APOB	148.4	72.9	108.3	153.9
DMAP1	1096.3	853.5	680.6	565.7
ZFP622	1289.5	1327.7	898	1143.1
FAAH	642.3	603.4	157.7	276.5
UGT2B5	65.1	20.7	27.9	24.1
FBXW5	2279.8	3019.8	2947.3	2173.2
FBXW5	9.3	7.6	11.9	8.4
FBXW5	956.1	964.4	1147	1250.7
AK1	6939.8	6330.1	17442.7	17575.7
PDCD7	1633.5	1360	1209.3	1304.5
GBE1	754.3	761.7	1008.9	1098.8
NOP2	1134.9	902.3	1066.7	961.5
LPIN2	359	572.2	379.6	192.3
IL2RG	131	158.6	161.9	170.3
96808_AT	321.2	532.1	90.8	538.1
LMO2	1572.1	1303.2	2238.9	2180.3
RAB31	495.7	569.4	1002.1	712
SMO	538.1	557.8	379.5	316.6
OTUD5	4269.9	4219	2046.3	1786.2
OTUD5	700.9	691	459.8	566.7
ANKS3	358.2	468.1	492.2	593.4
DTX2	1188.1	1040.7	858.9	849.7
AP5S1	518.2	908.6	1443.4	1178.7
EIF2B5	2678.8	2290.9	2799.5	2641.9
SOX15	408.7	470.8	427.7	605.8
TENC1	405.2	608.8	2442.4	1469.5
MFAP4	178.9	85.2	186.3	148.4
CAD	819.3	1015	953.6	775.9
GNMT	208.1	30.8	112.4	151.3
WBP1L	4446.6	4410.5	5203.3	4414.6
PDIA5	265.1	298	305.6	523.5
SLC39A1	4853.2	4702.8	4023.3	4335.9
NUCKS1	1508.1	1362	582.9	530.3
SRSF9	4366.4	4681.9	2304.4	2567.8
MATN4	236.2	302.4	61.6	178.7
ZBTB14	212	284	132	137.6
TMEM259	3619.4	3034.3	4901.9	5057.8
RCE1	1169.3	1241.3	1334.1	1013
VPS51	1120.1	1429.2	732.5	1598.9
GM3724	7378.3	6120.7	7727	8262
PIM3	1815.6	1698.9	3190.4	3119.9
EIF4E2	828.2	703.6	587.8	727.5
SLC30A9	901.1	1329.2	1482.4	1493.2
SERPINC1	120.4	286.6	64	23.1
VPS28	5862.9	6869	6924.8	7263.2
PMPCA	590.6	516.1	436.8	360.5
TIMM8A1	1217.9	1312	1808.1	1165.1
EIF4G3	1236.7	1014.1	1471.8	1600
PRKAR1A	19278.5	18951.7	32418.4	31722.7
COPA	5789	4601.8	5101.5	5378.8
SPCS2	3799.7	4322.4	1660.5	1389.8
C1QBP	108.9	156.1	141	247.1
C1QBP	65.5	39.1	76.4	304.2
AIFM1	6026.4	6775.3	8010.3	9599
RNF10	23530.9	20459.2	20800.8	34835
MRPL50	1452.8	1467.9	1610.4	1437.4
SPTSSA	5838.9	5269.5	4289.2	3987.4
MRPS26	1664.1	1349.5	1149.2	1175.6
MARCKS	5408.3	5319.5	2567.7	2631.2
AVPI1	350.2	334.9	165.1	285.4
AZGP1	73.2	202.6	321.2	276.1
FGB	8.7	8.2	13	13.6
GABARAP	8627.4	9191.6	13805.7	13697.3
ACO2	55774.3	45945.2	81606.1	73435.5
SLMO2	1367.9	1381.1	2293.8	1870.3
SGTA	5579.1	4867.3	6499.7	7256.1
TAX1BP1	1091.8	823.6	1062.7	694.1
TAX1BP1	13944.8	14188.9	12390.3	12027.1
TAX1BP1	240.2	359.9	178.6	194.8
LAPTM4A	23803.8	31139.1	38224.8	31828.8
CYB5B	1392.2	1362.3	891.9	703.7
OGDH	12920.7	12602.7	30886.2	37068.9
COMMD6	2462.8	2263.9	2012.3	1853.1
EIF3M	8495.3	10888.1	6797	5607.9
EIF3G	7174.7	5119.1	6571.3	5217.7
CARHSP1	1131.3	1619.2	1407.1	1502.9
NT5DC2	2640.7	2010.9	1932.8	1733.1
STAB1	883.7	811.5	1748.9	2079.5
NDUFB11	23794.4	20200.2	33559.9	33897.4
AKR1A1	12158.9	12584.2	12838.1	13552.7
LONP2	4870.8	3950.6	5285.5	4212.9
ANP32B	11792.8	11013.3	4487.5	4131.1
PSMA1	2268.5	2020.4	2163.5	1909.6
TMED4	4575.3	4087.1	6314.8	6137.1
PON1	758.7	746.6	576.6	747.8
ACTR2	10500.9	9271.7	4138.6	3857
ATP5F1	430.7	693.6	568.9	735.8
NDUFS3	21490.1	20047	39774.1	35394.1
CHCHD10	54423.8	43260.4	76866	74281.6
CCDC53	1724.3	1823.7	1576	1406.4
MRPS7	1878.7	1536.7	2498.2	2295.4
GDE1	31.3	43	115.8	145.2
CHCHD2	18.5	4.9	14.5	14
CHERP	839	1171.1	432.3	230.7
DMKN	99	73.4	23.9	100.7
NDUFAB1	30280.1	26843.6	40597	42054.9
ACSM2	365.5	288.6	325.7	240.2
GNB2	9054.4	6800	8901.2	7460.4
CTLA2B	1554.8	1414.5	2326.1	1843.3
HADHB	30849.3	26922.2	45317.5	41931.2
NDUFA3	27313.1	22956.5	49562.4	45450.1
MRPL33	1619.2	1678.6	2045.5	1929.9
MTFR1L	2124.1	1811.8	3111.7	3629.4
FBP1	66.7	116.2	35.5	24.5
ATP6V0C	15768.7	12149.6	20601.2	17570.6
HTRA1	4929.9	4435	7195.6	6819.8
TTC1	1131.5	1117.5	1301.3	575.6
WDR82	3160.9	3555.2	3383.5	3046.8
GLT25D1	907.8	838.7	736.8	1098.1
SMOC2	998.4	1107.5	1794.8	2077.7
EHD1	88	7.5	102.3	179.1
EHD1	569.7	611.8	985	1166.3
MRP63	157.3	224.3	259.9	175.2
NUDCD2	621.6	941.4	732.3	685.6
MYEOV2	3894.8	4328	5149	4568.9
PDZK1IP1	654.9	721.4	585.8	678.4
COPG1	1691.6	1682.6	1833.7	1498.9
PFDN1	23	15.9	15.8	10.2
KEG1	37.2	12.6	38	127.9
MYL9	1037.7	1029.8	1218.5	1730.3
TEAD2	421.7	361.2	381.3	454.1
IFT27	1678.7	1682.9	1093.6	1403.8
EIF3L	15075.6	12904.2	10901.8	9332
GPS1	6759.7	4557.5	6184.6	4850.1
SNAP23	947.5	985.2	880.3	932
LSM1	947.1	829	581.6	412.1
ETFB	24361.4	17141.9	39955.1	28184
QDPR	3453.4	3356.1	4325.4	3600
YTHDF1	4379.7	4023.8	3875.9	3433
LOC100043921	3439.5	2804	1460.4	1531.6
ATP6V1D	4141.4	6248.7	6164.4	7265.1
PSMA6	19693.9	20195.2	14412.2	16235.4
CXCL14	277.9	140.1	403.9	516.2
STK24	1337.9	1356.8	1266.1	1372.1
ATP6V0E2	2361.9	3145.5	5118.7	3631.1
PRDX5	9820.1	10388.2	14045	14030
CIB1	990.1	927.1	784.4	699.4
CIB1	111.2	17.3	12.5	24.9
UBE2N	3451.5	5264.6	3571.8	4658.8
96961_AT	275.1	367.5	209.8	338.3
RPL6	41276	37344	26812.4	26871.1
IGKV8-30	577.6	534.5	289.8	440.7
IGKV6-23	227.4	221.4	28.5	21.5
CRYGE	49.5	98.2	53.7	105.7
IGHM	130.7	45.3	82.9	25.8
TRBV3	1407.7	1214.8	150.9	38.3
GM13290	517.7	538.6	512.2	488.1
IGKV2-112	60	265.5	35.5	370.9
GM16932	447.3	555.4	292.3	103.4
X00652	3607.1	3301.4	709	720.8
IGKV4-58	3804.2	3577.3	374.6	557.8
X02468	359.9	183.7	23.2	34.2
X82688	485.8	551	349.4	240.4
IGK	647.3	596.4	346.3	592.5
H2-T3-LIKE	7728.3	7855.7	938.3	1243.8
BACH2OS	63.4	78	187	147.7
SYTL4	154.4	250.2	214.3	270.5
SYT10	120.7	10.8	8.9	17.3
MYH10	25.5	76.3	21.9	36
OLFR1507	42.2	155.9	119.9	112.3
OLFR1508	35.8	25	28.3	36.1
OLFR1508	61.3	76.4	90.4	86.9
OLFR1509	208.7	122.5	265.3	209.8
OLFR1264	246.3	357.1	201.2	371.7
OLFR140	605.1	735.2	625.2	739.6
FOXO4	1877.9	2311.8	2264.2	2869.7
IGKV8-30	180	113.1	137.6	33.9
PAX5	925.8	559.4	400.8	829.5
HIC1	74.1	92.2	79.8	95.8
SMS	96.5	111.6	21.5	35.6
CHRNA6	127.3	224.7	243.2	265.1
ASIC5	10.7	58.9	152.6	157
GALNT6	61.4	338.3	54.5	155.1
OLFR155	42.4	23.8	97.1	58.9
OLFR157	148.5	177.7	132.2	209.5
OLFR157	116.2	177.6	86.7	72.3
OLFR29-PS1	695.9	711.2	965.1	940.9
OLFR159	111.1	33	101.3	35.5
OLFR71	2292.9	2445.8	2233.5	3242.4
OLFR70	354.2	333	479.4	658
LIFR	99.3	143.3	228.2	25.7
SMOK3A	230.5	25.2	216.9	196.8
LOC100505009	595	641.6	45.1	34.2
IGHA	27.6	125	24.9	21.5
CHRNB2	153.4	69.3	157.7	138.5
AURKAIP1	733.1	574.8	528.3	865.7
CYBA	2334.2	2907.2	1005.8	1472.6
97017_F_AT	1013.1	1178	1463.2	1638.8
H2-EB2	154	150.2	49.3	25.2
97049_AT	59.2	19.9	14.2	18
VWF	47.1	65	75.5	75.9
XCR1	503.5	718.6	572.2	454.7
MAPKBP1	626.5	635.6	723	890.3
PRDX1	28352.7	24657.5	36352.3	28887.4
RAB33B	1847.1	1895.9	1695.8	1929.4
YWHAQ	466.4	790.9	673.7	683.6
YWHAQ	9454.3	12440	7255.5	7857.1
L17305	22.8	4.3	12	29.5
RTN3	5505.1	5294	8808.3	6963.6
C79562	26.2	102.9	38.6	175.3
OCA2	200.8	196.6	364.6	399.8
EIF2S2	1403.2	2356.4	579.5	496.5
C80993	18.7	18.5	61	35
97085_AT	372.7	160.1	401.8	87.4
PSG-PS1	35.6	69.1	51.4	62.9
PSG-PS1	22.7	11.7	15.5	32.9
2010010I01RIK	34.3	29.6	43.4	30.7
FOLH1	5.8	3	12.3	9.7
TCF20	337.6	254.4	211.6	239.9
RIPK1	258.3	240.9	158.6	224.6
MESP2	152.4	122	339.7	170.7
PHKG1	430.5	404.6	789.6	738
BUB1	99.7	119.9	10.3	5.5
PRKAR2A	249.1	520.6	425.9	485.4
MYO9A	384.7	415.9	412.1	342.4
THA1	299.5	298	560.6	806.2
SLC4A8	44.4	27.5	115.1	31.7
KCNN1	253.4	167.6	689.6	753.6
MYL6B	304.6	307.1	212.8	158.4
YME1L1	352.6	412.3	252.3	380.9
RFK	1535	1356.2	1240.5	1491.2
RFK	2926.3	2897.6	2629.2	2728.9
ZC3H12C	840.8	730.3	874.6	869.7
MAP3K8	211.1	62.9	198.9	36.4
MTERF2	170.4	284.5	433.1	478.9
RECQL5	438	40.3	130.4	45.7
L00653	11	28.5	29.9	22.2
CHST2	287.4	367.3	233.8	252.9
TRAK2	1284	1582.4	1761.5	1872.9
MRVI1	655.7	580.2	719.8	698.7
FASL	218.6	33	30.2	24.9
PSAP	14187.1	13751.2	14789.7	13872.2
GM14327	325.1	485.7	426.8	400.1
FAM83F	302.5	361.4	432.8	432.8
DLX1AS	120.3	42.4	91.6	42.7
CCDC186	1026.9	2127.4	1879.3	1878.6
AI596198	92.4	55.9	75.2	31.2
D7ERTD59E	158.1	61.9	113.4	76.5
FGF6	52.1	84.5	162.1	128.9
SIX5	132.5	57.7	669.4	563
NR0B2	338.4	286.3	413.2	484
DFNA5	646.6	787.5	680.7	672.5
H2-K1	4475.7	5476.7	2299.9	2725.8
RYR3	242.5	172	207.1	263.5
GM10302	34.1	62.6	68.8	67.4
